technique,summary,success,error,latency,summary_length,rouge1_precision,rouge1_recall,rouge1_f1,rouge2_precision,rouge2_recall,rouge2_f1,rougeL_precision,rougeL_recall,rougeL_f1,news_id,category,subcategory,agency,original_length
Nova 2 Lite V2,"### RESUMO:

O relatório anual de 2025 do Centro Nacional de Monitoramento e Alertas de Desastres Naturais (Cemaden) destaca que o Brasil enfrentou um ano climático extremo, com recordes de temperatura, chuvas intensas e seca prolongada. Em 2025, o país registrou sete ondas de calor e sete ondas de frio, com temperaturas máximas de até 43,8°C e mínimas de -7,8°C. Além disso, houve episódios significativos de chuva intensa, especialmente nas regiões Sudeste e Sul, e seca severa ou extrema em até 503 municípios, afetando oito estados completamente em novembro. O relatório enfatiza a importância do monitoramento contínuo e do investimento em ciência e tecnologia para enfrentar os desafios climáticos crescentes.",True,,1.5369622707366943,717,0.4960629921259842,0.6237623762376238,0.5526315789473684,0.3174603174603174,0.4,0.3539823008849557,0.3149606299212598,0.396039603960396,0.3508771929824562,3bfd02b1e446a279aa8f24179cd46118,Meio Ambiente e Sustentabilidade,Mudanças Climáticas,cemaden,6025
Nova 2 Lite V2,"### RESUMO:

A Comissão Nacional de Certificações, composta por representantes do poder público e da sociedade civil, iniciou um mutirão para analisar as inscrições no Cadastro Nacional de Pontos e Pontões de Cultura, que registrou um crescimento histórico nos últimos três anos. O mutirão, coordenado pelo Ministério da Cultura (MinC), visa reduzir o tempo de espera para as organizações culturais ingressarem na Política Nacional Cultura Viva (PNCV), garantindo que o prazo de análise não ultrapasse 90 dias. O mutirão segue até 2 de março de 2026, com a meta de regularizar quase 13 mil pontos de cultura e apoiar o desenvolvimento cultural do país.",True,,1.436161756515503,652,0.625,0.7575757575757576,0.6849315068493151,0.4453781512605042,0.5408163265306123,0.4884792626728111,0.4333333333333333,0.5252525252525253,0.4748858447488585,1e8a67535567b5a4b27e89736854e47f,"Cultura, Artes e Patrimônio",Cultura e Inovação,cultura,3925
Nova 2 Lite V2,"### Resumo:

Garopaba, localizada no litoral sul de Santa Catarina a cerca de 90 km de Florianópolis, é um destino popular durante a alta temporada, atraindo milhares de visitantes com suas praias, dunas, história e gastronomia. A cidade, conhecida como a capital catarinense do surfe, oferece praias para todos os gostos, desde opções tranquilas para famílias até ondas perfeitas para surfistas. Além das praias, Garopaba proporciona atividades como trilhas ecológicas, visita ao centro histórico com arquitetura colonial e degustação de frutos do mar, especialmente tainha. O acesso principal é feito via Aeroporto Internacional de Florianópolis, seguido por transfer, ônibus ou carro alugado, ou pela BR-101 e rodovia estadual SC-434.",True,,1.6417789459228516,737,0.4273504273504273,0.5952380952380952,0.4975124378109453,0.146551724137931,0.2048192771084337,0.1708542713567839,0.2649572649572649,0.369047619047619,0.3084577114427861,71580d445aaf22ed62688988c1ed3c86,Turismo,Promoção Turística,turismo,4149
Nova 2 Lite V2,"### Resumo:

O Programa Nacional Cidades e Comunidades Amigas das Pessoas Idosas foi instituído pela Portaria Nº 399/2026, publicada no Diário Oficial da União em 20 de março. A iniciativa, coordenada pela ministra dos Direitos Humanos e da Cidadania, Macaé Evaristo, visa criar ambientes urbanos e comunitários mais inclusivos e acessíveis para a população idosa, garantindo sua autonomia e participação plena. O programa inclui 12 eixos, como participação comunitária, segurança, saúde, educação e acessibilidade, e conta com adesões de entes federados e parcerias com a sociedade civil. Seus objetivos abrangem a promoção da inclusão digital, prevenção de violência, apoio ao cuidado ao longo da vida e qualificação profissional voltada para pessoas idosas.",True,,1.745133876800537,760,0.5190839694656488,0.7640449438202247,0.6181818181818182,0.3076923076923077,0.4545454545454545,0.3669724770642202,0.2977099236641221,0.4382022471910112,0.3545454545454545,portaria-cria-programa-nacional-cidades-e-comunidades-amigas-das-pessoas-idosas_174547,Desenvolvimento Social,Programas Sociais,secom,5513
Nova 2 Lite V2,"### RESUMO:

O Instituto Brasileiro de Geografia e Estatística (IBGE) divulgou dados da Pesquisa Nacional por Amostra de Domicílios Contínua (Pnad Contínua) mostrando que a taxa de informalidade no mercado de trabalho brasileiro atingiu o menor patamar desde julho de 2020, com 37,5% no trimestre de novembro de 2025 a janeiro de 2026, equivalente a 38,5 milhões de trabalhadores informais. A coordenadora da Pnad Contínua, Adriana Beringuy, atribui a queda à redução de empregos sem carteira no setor privado e ao aumento de registros no CNPJ para trabalhadores autônomos. Apesar da estabilidade na população ocupada, o rendimento real habitual atingiu o valor mais alto da série, R$ 3.652, com crescimento de 2,8% no trimestre e 5,4% na comparação anual.",True,,1.5173821449279783,756,0.6015037593984962,0.6779661016949152,0.6374501992031872,0.4318181818181818,0.4871794871794871,0.4578313253012048,0.518796992481203,0.5847457627118644,0.549800796812749,08a0cb305410cedae00e60293f92cc3e,Economia e Finanças,Fiscalização e Tributação,agencia_brasil,4822
Nova 2 Lite V2,"### Resumo:

O Instituto Nacional de Meteorologia (Inmet) emitiu alerta de chuvas volumosas para as regiões Norte e Nordeste do Brasil, válido de hoje (27) até domingo (1º). Os avisos variam entre “Perigo Potencial”, “Perigo” e “Grande Perigo”, com previsão de temporais, ventos fortes, alagamentos, quedas de energia e deslizamentos de encostas. O sul da Bahia está sob alerta de “Grande Perigo”, com chuvas superiores a 60 mm/h ou acima de 100 mm/dia, enquanto outras áreas podem receber entre 20 e 60 mm/h. O Inmet orienta a população a evitar abrigo sob árvores, desligar aparelhos elétricos e acionar a Defesa Civil em caso de emergência.",True,,1.4558017253875732,643,0.5663716814159292,0.7441860465116279,0.6432160804020101,0.375,0.4941176470588235,0.4263959390862944,0.4424778761061947,0.5813953488372093,0.5025125628140704,62094de34788b9139a8d9dc73a330500,Meio Ambiente e Sustentabilidade,Conservação Ambiental,agencia_brasil,3975
Nova 2 Lite V2,"**RESUMO:**  
A Agência Nacional de Mineração (ANM) prorrogou o prazo para envio do Relatório Anual de Lavra (RAL) do ano-base 2025. Titulares de direitos minerários, que originalmente deveriam entregar o documento até 16 de março, agora têm até 31 de março para cumprir essa obrigação, alinhando todos os prazos. A medida visa evitar sobrecarga nos sistemas e simplificar a gestão do processo, com a ANM orientando os titulares a enviarem o documento fora dos horários de pico para maior estabilidade no acesso.",True,,1.232919216156006,512,0.6021505376344086,0.8888888888888888,0.717948717948718,0.4891304347826087,0.7258064516129032,0.5844155844155844,0.4838709677419355,0.7142857142857143,0.5769230769230769,750cfdde39415adbea481951046f4b35,Economia e Finanças,Fiscalização e Tributação,anm,1279
Nova 2 Lite V2,"**RESUMO:**

O Ministério das Comunicações doou 500 computadores para fortalecer a primeira Casa da Igualdade Racial do Brasil, inaugurada no Rio de Janeiro. Essa iniciativa, em parceria com o Ministério da Igualdade Racial, visa combater o racismo e ampliar a inclusão digital. Em 2026, novas Casas da Igualdade Racial serão lançadas em várias cidades brasileiras, cada uma equipada com 10 computadores, beneficiando principalmente vítimas de discriminação racial e promovendo o letramento digital.",True,,1.0302608013153076,499,0.691358024691358,0.8888888888888888,0.7777777777777778,0.525,0.6774193548387096,0.5915492957746479,0.5308641975308642,0.6825396825396826,0.5972222222222223,ministerio-das-comunicacoes-doa-500-computadores-para-fortalecer-atendimento-a-populacao-na-1a-casa_1789b6,Comunicações e Mídia,Comunicação Digital,mcom,2751
Nova 2 Lite V2,"### RESUMO:

O Fundo Nacional de Desenvolvimento da Educação (FNDE) realizou o Fórum de Governança e Estratégia em Brasília, apresentando avanços institucionais e resultados do Índice de Governança e Gestão Pública (IESGo) do TCU. A presidente do FNDE, Fernanda Pacobahyba, destacou o plano de reestruturação com foco em gestão estratégica, conformidade ética e decisões colegiadas para maior previsibilidade dos programas. Uma simulação para 2025 indica elevação generalizada nos indicadores de governança do TCU, especialmente em áreas como gestão orçamentária, após medidas corretivas e reforço de comitês, normas e controles internos.",True,,1.4404296875,638,0.6756756756756757,0.4143646408839779,0.5136986301369864,0.3545454545454545,0.2166666666666666,0.2689655172413793,0.4504504504504504,0.2762430939226519,0.3424657534246575,7dac181f17a69884fd1fb45b845edcb9,Políticas Públicas e Governança,Planejamento Governamental,fnde,5396
Nova 2 Lite V2,"**RESUMO:**
O arqueólogo do Instituto do Patrimônio Histórico e Artístico Nacional (Iphan), Rômulo Macêdo, lançou o Atlas Arqueológico do Tocantins em 20 de fevereiro. Esta obra de divulgação científica, resultado de quase 10 anos de pesquisa, oferece um panorama acessível do patrimônio arqueológico do estado. Com mais de 150 páginas, o Atlas reúne fotos, tabelas e dados dispersos em repositórios nacionais e internacionais, facilitando o acesso à informação arqueológica anteriormente restrita a poucos especialistas. O livro está disponível gratuitamente em versão digital.",True,,1.330596685409546,578,0.6138613861386139,0.7469879518072289,0.6739130434782609,0.42,0.5121951219512195,0.4615384615384615,0.4356435643564356,0.5301204819277109,0.4782608695652174,4db085db7d1e6943d88fc504a20e971c,"Cultura, Artes e Patrimônio",Preservação do Patrimônio,iphan,2447
Nova 2 Lite V2,"**RESUMO:**
O Instituto do Patrimônio Histórico e Artístico Nacional (Iphan) participou da Expo Turismo Maranhão 2026, realizada de 12 a 14 de março em São Luís (MA), com um estande dedicado às suas ações no estado. Durante o evento, servidores do Iphan compartilharam informações sobre projetos e políticas de preservação do patrimônio cultural brasileiro com visitantes, estudantes e profissionais do turismo. O estande destacou o papel do patrimônio cultural no fortalecimento da identidade local e no desenvolvimento do turismo cultural no Maranhão, apresentando iniciativas educativas, programas de reconhecimento e premiações como o Prêmio Rodrigo Melo Franco de Andrade e o Prêmio Luiz de Castro Faria.",True,,1.2317848205566406,709,0.5163934426229508,0.8076923076923077,0.63,0.3884297520661157,0.6103896103896104,0.4747474747474747,0.4344262295081967,0.6794871794871795,0.53,2cd60b91874a585a47c3d522fd2c4482,"Cultura, Artes e Patrimônio",Preservação do Patrimônio,iphan,2303
Nova 2 Lite V2,"**RESUMO:**

Foi publicada uma Nota Técnica Conjunta pelo ONS, CCEE e EPE, aprovada pelo CMSE em dezembro de 2025, atualizando a metodologia de calibração do CVaR no setor elétrico brasileiro. A revisão busca maior transparência, previsibilidade e aderência à realidade operacional, eliminando a exigência de definição prévia de tolerância para atendimento à Curva de Referência de Armazenamento (CRef) e incorporando excessos de geração térmica. A nova abordagem encadeia estudos mês a mês e submete todos os pares de CVaR a avaliação multicritério, fortalecendo o processo decisório. Os resultados serão consultados publicamente no primeiro semestre de 2026, com um workshop planejado para janeiro de 2026.",True,,1.3336796760559082,708,0.512396694214876,0.5535714285714286,0.5321888412017168,0.325,0.3513513513513513,0.3376623376623376,0.3884297520661157,0.4196428571428571,0.4034334763948498,4175540204f806df4bd8162a81c675c4,Energia e Recursos Minerais,Políticas Energéticas,mme,3460
Nova 2 Lite V2,"**RESUMO:**

O Instituto Nacional do Seguro Social (INSS) promove mutirões de atendimento em todo o Brasil nos dias 21 e 22 de fevereiro, oferecendo mais de 15 mil vagas para perícias médicas e avaliações sociais. Os cidadãos podem agendar os atendimentos por meio da Central 135 ou do aplicativo/site Meu INSS. As vagas estão distribuídas nas cinco regiões do país, com maior concentração no Pará (Norte) e em São Paulo (Sudeste).",True,,1.2564382553100586,431,0.6987951807228916,0.6904761904761905,0.6946107784431137,0.4390243902439024,0.4337349397590361,0.4363636363636364,0.5903614457831325,0.5833333333333334,0.5868263473053893,c8c018d8467084f3aa5ca90e9e5715ac,Saúde,Sistema Único de Saúde (SUS),inss,4854
Nova 2 Lite V2,"**RESUMO:**  
O Irã confirmou ter atacado várias bases norte-americanas no Oriente Médio, incluindoBahreim, Kuwait, Catar e Emirados Árabes Unidos, em retaliação a um ataque anterior. A Guarda Revolucionária iraniana afirmou que os alvos militares de Israel e dos EUA na região foram atingidos por mísseis iranianos e declarou que a operação continuará até que o inimigo seja derrotado. Pelo menos uma pessoa morreu nos Emirados Árabes Unidos, enquanto Bahreim condenou o ataque como uma violação da soberania e segurança do reino. O Kuwait e o Catar afirmaram ter interceptado todos os mísseis disparados pelo Irã.",True,,1.208024263381958,615,0.6320754716981132,0.7701149425287356,0.6943005181347149,0.4095238095238095,0.5,0.450261780104712,0.4056603773584906,0.4942528735632184,0.4455958549222799,989909495f1f65c1e3dd396f7816e534,Relações Internacionais e Diplomacia,Acordos Internacionais,agencia_brasil,1198
Nova 2 Lite V2,"**RESUMO:**

A Secretaria Nacional de Políticas Penais (SENAPPEN) publicou duas Atas de Registro de Preços (ARP) para a aquisição de equipamentos de inteligência penal. A ARP n° 93/2025 prevê a compra de 28 georradares de penetração do solo com GNSS, no valor de R$ 21,5 milhões, para fortalecer inspeções, varreduras técnicas e mitigação de riscos em unidades prisionais. A ARP n° 94/2025 contempla a aquisição de 34 kits de varredura portátil, totalizando R$ 19,7 milhões. Esses equipamentos, financiados pelo Fundo Penitenciário Nacional (FUNPEN), visam modernizar o sistema penitenciário e melhorar a segurança nas operações de inteligência penal em todo o Brasil.",True,,1.5390889644622805,668,0.5573770491803278,0.7391304347826086,0.6355140186915887,0.4132231404958678,0.5494505494505495,0.4716981132075472,0.4836065573770491,0.6413043478260869,0.5514018691588786,881e2e8e4a76a02591ad80ef89a46b03,Segurança Pública,Combate ao Crime Organizado,senappen,2505
Nova 2 Lite V2,"**RESUMO:**

O Ministério do Turismo lançou uma nova etapa do projeto Experiências do Brasil – Assentamentos, em parceria com o Instituto Federal do Maranhão (IFMA). O projeto oferece oficinas de capacitação em assentamentos da reforma agrária nos estados de Mato Grosso, Minas Gerais, Alagoas e Pará. Os moradores aprendem a estruturar, comunicar e promover experiências turísticas baseadas na cultura local, na natureza e nos modos de vida do campo. A iniciativa busca valorizar os territórios rurais, estimular o desenvolvimento sustentável e ampliar a oferta de experiências autênticas no turismo brasileiro.",True,,1.2331395149230957,612,0.7029702970297029,0.797752808988764,0.7473684210526316,0.54,0.6136363636363636,0.574468085106383,0.6336633663366337,0.7191011235955056,0.6736842105263158,5cb0b9bc1a6553fa0ca3f9b2c5de2d4b,Turismo,Capacitação e Qualificação,turismo,3451
Nova 2 Lite V2,"**RESUMO:**

O presidente Luiz Inácio Lula da Silva participa, nesta sexta-feira (6/3), de duas iniciativas no Rio de Janeiro: a inauguração da primeira fase do anel viário e túnel de Campo Grande, às 10h30, e a entrega de moradias na Comunidade do Aço, às 12h30. Ambos os eventos visam melhorar a infraestrutura viária e habitacional da capital, beneficiando população em situação de vulnerabilidade social, incluindo beneficiários do Bolsa Família. O prefeito do Rio, Eduardo Paes, estará presente em ambas as agendas. Profissionais com credenciais aprovadas devem retirá-las no local nos horários específicos de cada evento.",True,,1.4366912841796875,627,0.5818181818181818,0.7710843373493976,0.6632124352331606,0.3302752293577982,0.4390243902439024,0.3769633507853403,0.4454545454545454,0.5903614457831325,0.5077720207253885,3ecf0f59f384f7811cdd97af7d11afaf,Infraestrutura e Transportes,Obras Públicas,planalto,1741
Nova 2 Lite V2,"**RESUMO:**  
Foi publicada a Portaria MGI Nº 11.168, de 12 de dezembro de 2025, autorizando a Comissão Nacional de Energia Nuclear (CNEN) a nomear os 100 candidatos aprovados no concurso deste ano. Os cargos incluem 25 analistas em Ciência e Tecnologia, 11 pesquisadores, 42 tecnologistas e 22 técnicos, com seis vagas destinadas ao CRCN-NE/CNEN. A portaria também se aplica à Agência Nacional de Segurança Nuclear (ANSN).",True,,1.231706619262695,423,0.8378378378378378,0.7126436781609196,0.7701863354037266,0.684931506849315,0.5813953488372093,0.6289308176100629,0.7837837837837838,0.6666666666666666,0.7204968944099379,f5c11784cac5841045fe969827231efe,"Ciência, Tecnologia e Inovação",Pesquisa Científica,crcnne,610
Nova 2 Lite V2,"### RESUMO:

Uma comitiva liderada pelo presidente Lula e pelo ministro das Cidades, Jader Filho, visitou neste sábado (28) os municípios mineiros de Juiz de Fora e Ubá, atingidos por chuvas intensas. A equipe sobrevoou as áreas mais afetadas da Zona da Mata, visitou um centro de acolhimento em Juiz de Fora e se reuniu com prefeitos para avaliar danos e articular medidas emergenciais. O Ministério das Cidades já havia confirmado recursos para ajudar famílias que perderam suas moradias, através do programa Compra Assistida, parte do Minha Casa, Minha Vida. O estado de Minas Gerais também recebeu R$ 3,5 bilhões para prevenção de desastres, com Juiz de Fora sendo o segundo município com maior valor destinado a essa finalidade.",True,,1.4406161308288574,733,0.5078125,0.5603448275862069,0.5327868852459016,0.3149606299212598,0.3478260869565217,0.3305785123966942,0.3671875,0.4051724137931034,0.3852459016393442,e90bee24baa15fd702328d2c6b9a4392,Infraestrutura e Transportes,Obras Públicas,cidades,3177
Nova 2 Lite V2,"### RESUMO:

Em 2025, a Secretaria Nacional de Registro, Monitoramento e Pesquisa (SERMOP), do Ministério da Pesca e Aquicultura (MPA), retomou a Estatística Pesqueira Nacional após 13 anos, lançando o Boletim da Estatística Pesqueira e Aquícola 2023-2024 e um painel de dados para o público. A iniciativa visa reconstruir um sistema estatístico nacional robusto, integrando dados fragmentados de diversos órgãos e comunidades de pescadores para subsidiar a gestão da pesca e da aquicultura. Além disso, a SERMOP intensificou o combate a fraudes no Registro Geral da Atividade de Pesca e Aquicultura (RGP) e no pagamento do Seguro-Defeso, cancelando mais de 312 mil cadastros irregulares em 2025 em ação conjunta com a Polícia Federal, a Controladoria Geral da União, o Ministério do Trabalho e Emprego e o INSS.",True,,1.6356277465820312,812,0.7202797202797203,0.7202797202797203,0.7202797202797203,0.5633802816901409,0.5633802816901409,0.5633802816901409,0.6363636363636364,0.6363636363636364,0.6363636363636364,9dc8199530098cc1ee3d4aeeb87f9eda,"Agricultura, Pecuária e Abastecimento",,mpa,5535
Nova 2 Lite V2,"**RESUMO:**  
O programa *Sem Censura* desta quinta-feira (19/3) recebe Eri Johnson, que conversa sobre a peça de sucesso *""Aluga-se Um Namorado""*. Também participam Marcelo Skaf, oceanógrafo e fotógrafo marinho, lançando o livro *""Pelos Mares do Mundo 2""*, e Gustavo Ziller, montanhista e autor do livro *""Escalando Sonhos""*, o 26º brasileiro a conquistar o Monte Everest. A jornalista de esportes Marilia Arrigoni atua como debatedora do programa.",True,,1.2261312007904053,449,0.7162162162162162,0.5955056179775281,0.6503067484662577,0.410958904109589,0.3409090909090909,0.3726708074534161,0.5405405405405406,0.449438202247191,0.4907975460122699,eri-johnson-marcelo-skaf-e-gustavo-ziller-no-sem-censura_87acd6,"Cultura, Artes e Patrimônio",Eventos Culturais,tvbrasil,1119
Nova 2 Lite V2,"**RESUMO:**

A Agência Nacional de Vigilância Sanitária (Anvisa) publicou a Resolução RE 690/2026, determinando a apreensão de canetas emagrecedoras sem registro no Brasil, incluindo produtos dos laboratórios Éticos e Landerlan. A resolução também proíbe a comercialização, distribuição, fabricação, importação e uso do medicamento Natu Sec, sem registro sanitário, e do canabidiol produzido pela empresa Veris Produtos para Saúde LTDA, que não possui autorização para fabricação desses produtos.",True,,1.2333858013153076,496,0.4186046511627907,0.6923076923076923,0.5217391304347826,0.2470588235294117,0.4117647058823529,0.3088235294117647,0.3720930232558139,0.6153846153846154,0.463768115942029,879621af0bfc6786459131cd6578e93a,Saúde,Vigilância Sanitária,anvisa,2324
